entrez	ensgene	symbol	chr	start	end	strand	biotype	description
51031	ENSG00000167699	GLOD4	17	660337	685581	-1	protein_coding	glyoxalase domain containing 4 [Source:HGNC Symbol;Acc:14111]
113655	ENSG00000167700	MFSD3	8	145734457	145736596	1	protein_coding	major facilitator superfamily domain containing 3 [Source:HGNC Symbol;Acc:25157]
2875	ENSG00000167701	GPT	8	145728356	145732557	1	protein_coding	glutamic-pyruvate transaminase (alanine aminotransferase) [Source:HGNC Symbol;Acc:4552]
90990	ENSG00000167702	KIFC2	8	145691426	145699585	1	protein_coding	kinesin family member C2 [Source:HGNC Symbol;Acc:29530]
124935	ENSG00000167703	SLC43A2	17	1472561	1532180	-1	protein_coding	solute carrier family 43 (amino acid system L transporter), member 2 [Source:HGNC Symbol;Acc:23087]
83547	ENSG00000167705	RILP	17	1549444	1553371	-1	protein_coding	Rab interacting lysosomal protein [Source:HGNC Symbol;Acc:30266]
5345	ENSG00000167711	SERPINF2	17	1646130	1658562	1	protein_coding	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2 [Source:HGNC Symbol;Acc:9075]
124997	ENSG00000167716	WDR81	17	1619817	1641893	1	protein_coding	WD repeat domain 81 [Source:HGNC Symbol;Acc:26600]
63826	ENSG00000167720	SRR	17	2206677	2228554	1	protein_coding	serine racemase [Source:HGNC Symbol;Acc:14398]
55720	ENSG00000167721	TSR1	17	2225797	2240801	-1	protein_coding	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25542]
162514	ENSG00000167723	TRPV3	17	3413796	3461289	-1	protein_coding	transient receptor potential cation channel, subfamily V, member 3 [Source:HGNC Symbol;Acc:18084]
374875	ENSG00000167733	HSD11B1L	19	5680615	5688533	1	protein_coding	hydroxysteroid (11-beta) dehydrogenase 1-like [Source:HGNC Symbol;Acc:30419]
124936	ENSG00000167740	CYB5D2	17	4046462	4090605	1	protein_coding	cytochrome b5 domain containing 2 [Source:HGNC Symbol;Acc:28471]
124975	ENSG00000167741	GGT6	17	4460222	4464113	-1	protein_coding	gamma-glutamyltransferase 6 [Source:HGNC Symbol;Acc:26891]
692204	ENSG00000167747	C19orf48	19	51300961	51308186	-1	protein_coding	chromosome 19 open reading frame 48 [Source:HGNC Symbol;Acc:29667]
84798	ENSG00000167747	C19orf48	19	51300961	51308186	-1	protein_coding	chromosome 19 open reading frame 48 [Source:HGNC Symbol;Acc:29667]
3816	ENSG00000167748	KLK1	19	51322404	51327043	-1	protein_coding	kallikrein 1 [Source:HGNC Symbol;Acc:6357]
9622	ENSG00000167749	KLK4	19	51409608	51413994	-1	protein_coding	kallikrein-related peptidase 4 [Source:HGNC Symbol;Acc:6365]
3817	ENSG00000167751	KLK2	19	51364824	51383823	1	protein_coding	kallikrein-related peptidase 2 [Source:HGNC Symbol;Acc:6363]
25818	ENSG00000167754	KLK5	19	51446559	51456349	-1	protein_coding	kallikrein-related peptidase 5 [Source:HGNC Symbol;Acc:6366]
5653	ENSG00000167755	KLK6	19	51461887	51472929	-1	protein_coding	kallikrein-related peptidase 6 [Source:HGNC Symbol;Acc:6367]
11012	ENSG00000167757	KLK11	19	51525472	51531295	-1	protein_coding	kallikrein-related peptidase 11 [Source:HGNC Symbol;Acc:6359]
26085	ENSG00000167759	KLK13	19	51559463	51568371	-1	protein_coding	kallikrein-related peptidase 13 [Source:HGNC Symbol;Acc:6361]
55769	ENSG00000167766	ZNF83	19	53097313	53193749	-1	protein_coding	zinc finger protein 83 [Source:HGNC Symbol;Acc:13158]
144501	ENSG00000167767	KRT80	12	52562780	52585784	-1	protein_coding	keratin 80 [Source:HGNC Symbol;Acc:27056]
3848	ENSG00000167768	KRT1	12	53068520	53074191	-1	protein_coding	keratin 1 [Source:HGNC Symbol;Acc:6412]
125981	ENSG00000167769	ACER1	19	6306153	6333640	-1	protein_coding	alkaline ceramidase 1 [Source:HGNC Symbol;Acc:18356]
55611	ENSG00000167770	OTUB1	11	63753325	63769283	1	protein_coding	OTU domain, ubiquitin aldehyde binding 1 [Source:HGNC Symbol;Acc:23077]
283248	ENSG00000167771	RCOR2	11	63678693	63684316	-1	protein_coding	REST corepressor 2 [Source:HGNC Symbol;Acc:27455]
51129	ENSG00000167772	ANGPTL4	19	8428173	8439257	1	protein_coding	angiopoietin-like 4 [Source:HGNC Symbol;Acc:16039]
4701	ENSG00000167774	NDUFA7	19	8373167	8386263	-1	protein_coding	NDUFA7 protein  [Source:UniProtKB/TrEMBL;Acc:Q6FG42]
51293	ENSG00000167775	CD320	19	8367011	8373240	-1	protein_coding	CD320 molecule [Source:HGNC Symbol;Acc:16692]
84926	ENSG00000167778	SPRYD3	12	53458388	53473204	-1	protein_coding	SPRY domain containing 3 [Source:HGNC Symbol;Acc:25920]
3489	ENSG00000167779	IGFBP6	12	53491220	53496129	1	protein_coding	insulin-like growth factor binding protein 6 [Source:HGNC Symbol;Acc:5475]
8435	ENSG00000167780	SOAT2	12	53497302	53518322	1	protein_coding	sterol O-acyltransferase 2 [Source:HGNC Symbol;Acc:11178]
148156	ENSG00000167785	ZNF558	19	8920380	8943004	-1	protein_coding	zinc finger protein 558 [Source:HGNC Symbol;Acc:26422]
51475	ENSG00000167791	CABP2	11	67286383	67290899	-1	protein_coding	calcium binding protein 2 [Source:HGNC Symbol;Acc:1385]
4723	ENSG00000167792	NDUFV1	11	67374323	67380006	1	protein_coding	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa [Source:HGNC Symbol;Acc:7716]
10263	ENSG00000167797	CDK2AP2	11	67273968	67276120	-1	protein_coding	cyclin-dependent kinase 2 associated protein 2 [Source:HGNC Symbol;Acc:30833]
388503	ENSG00000167798	C3P1	19	10148479	10184811	1	pseudogene	complement component 3 precursor pseudogene [Source:HGNC Symbol;Acc:34414]
254552	ENSG00000167799	NUDT8	11	67395409	67397401	-1	protein_coding	nudix (nucleoside diphosphate linked moiety X)-type motif 8 [Source:HGNC Symbol;Acc:8055]
347853	ENSG00000167800	TBX10	11	67398774	67407031	-1	protein_coding	T-box 10 [Source:HGNC Symbol;Acc:11593]
7001	ENSG00000167815	PRDX2	19	12907634	12912694	-1	protein_coding	peroxiredoxin 2 [Source:HGNC Symbol;Acc:9353]
10798	ENSG00000167825	OR5I1	11	55702932	55703876	-1	protein_coding	olfactory receptor, family 5, subfamily I, member 1 [Source:HGNC Symbol;Acc:8347]
7775	ENSG00000167840	ZNF232	17	5008836	5026411	-1	protein_coding	zinc finger protein 232 [Source:HGNC Symbol;Acc:13026]
79003	ENSG00000167842	MIS12	17	5389605	5394134	1	protein_coding	MIS12 kinetochore complex component [Source:HGNC Symbol;Acc:24967]
10871	ENSG00000167850	CD300C	17	72537247	72542282	-1	protein_coding	CD300c molecule [Source:HGNC Symbol;Acc:19320]
11314	ENSG00000167851	CD300A	17	72462555	72480933	1	protein_coding	CD300a molecule [Source:HGNC Symbol;Acc:19319]
83659	ENSG00000167858	TEKT1	17	6692452	6735080	-1	protein_coding	tektin 1 [Source:HGNC Symbol;Acc:15534]
283987	ENSG00000167861	HID1	17	72946838	72969261	-1	protein_coding	HID1 domain containing [Source:HGNC Symbol;Acc:15736]
3396	ENSG00000167862	ICT1	17	73008765	73017356	1	protein_coding	immature colon carcinoma transcript 1 [Source:HGNC Symbol;Acc:5359]
10476	ENSG00000167863	ATP5H	17	73034958	73043080	-1	protein_coding	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d [Source:HGNC Symbol;Acc:845]
92162	ENSG00000167874	TMEM88	17	7758383	7759417	1	protein_coding	transmembrane protein 88 [Source:HGNC Symbol;Acc:32371]
2125	ENSG00000167880	EVPL	17	74000583	74023533	-1	protein_coding	envoplakin [Source:HGNC Symbol;Acc:3503]
6730	ENSG00000167881	SRP68	17	74035184	74068734	-1	protein_coding	signal recognition particle 68kDa [Source:HGNC Symbol;Acc:11302]
146664	ENSG00000167889	MGAT5B	17	74864538	74946475	1	protein_coding	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B [Source:HGNC Symbol;Acc:24140]
147138	ENSG00000167895	TMC8	17	76126851	76139049	1	protein_coding	transmembrane channel-like 8 [Source:HGNC Symbol;Acc:20474]
7083	ENSG00000167900	TK1	17	76170160	76183314	-1	protein_coding	thymidine kinase 1, soluble [Source:HGNC Symbol;Acc:11830]
137695	ENSG00000167904	TMEM68	8	56608983	56685966	-1	protein_coding	transmembrane protein 68 [Source:HGNC Symbol;Acc:26510]
1581	ENSG00000167910	CYP7A1	8	59402737	59412795	-1	protein_coding	cytochrome P450, family 7, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2651]
284110	ENSG00000167914	GSDMA	17	38119226	38134019	1	protein_coding	gasdermin A [Source:HGNC Symbol;Acc:13311]
192666	ENSG00000167916	KRT24	17	38854243	38860002	-1	protein_coding	keratin 24 [Source:HGNC Symbol;Acc:18527]
147184	ENSG00000167920	TMEM99	17	38975358	38992522	1	protein_coding	transmembrane protein 99 [Source:HGNC Symbol;Acc:28305]
84514	ENSG00000167925	GHDC	17	40340817	40346531	-1	protein_coding	GH3 domain containing [Source:HGNC Symbol;Acc:24438]
83986	ENSG00000167930	ITFG3	16	284545	319942	1	protein_coding	integrin alpha FG-GAP repeat containing 3 [Source:HGNC Symbol;Acc:14163]
50964	ENSG00000167941	SOST	17	41831099	41836156	-1	protein_coding	sclerostin [Source:HGNC Symbol;Acc:13771]
388199	ENSG00000167945	PRR25	16	855443	863861	1	protein_coding	proline rich 25 [Source:HGNC Symbol;Acc:37230]
90850	ENSG00000167962	ZNF598	16	2047655	2059824	-1	protein_coding	zinc finger protein 598 [Source:HGNC Symbol;Acc:28079]
25837	ENSG00000167964	RAB26	16	2190804	2204166	1	protein_coding	RAB26, member RAS oncogene family [Source:HGNC Symbol;Acc:14259]
64223	ENSG00000167965	MLST8	16	2254249	2259417	1	protein_coding	MTOR associated protein, LST8 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24825]
1877	ENSG00000167967	E4F1	16	2273567	2285743	1	protein_coding	E4F transcription factor 1 [Source:HGNC Symbol;Acc:3121]
1775	ENSG00000167968	DNASE1L2	16	2285817	2288712	1	protein_coding	deoxyribonuclease I-like 2 [Source:HGNC Symbol;Acc:2958]
1632	ENSG00000167969	ECI1	16	2289396	2302301	-1	protein_coding	enoyl-CoA delta isomerase 1 [Source:HGNC Symbol;Acc:2703]
57524	ENSG00000167971	CASKIN1	16	2227184	2246526	-1	protein_coding	CASK interacting protein 1 [Source:HGNC Symbol;Acc:20879]
21	ENSG00000167972	ABCA3	16	2325882	2390747	-1	protein_coding	ATP-binding cassette, sub-family A (ABC1), member 3 [Source:HGNC Symbol;Acc:33]
54442	ENSG00000167977	KCTD5	16	2732476	2759031	1	protein_coding	potassium channel tetramerization domain containing 5 [Source:HGNC Symbol;Acc:21423]
23524	ENSG00000167978	SRRM2	16	2802330	2822539	1	protein_coding	serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:16639]
146434	ENSG00000167981	ZNF597	16	3486104	3493542	-1	protein_coding	zinc finger protein 597 [Source:HGNC Symbol;Acc:26573]
197358	ENSG00000167984	NLRC3	16	3589033	3627401	-1	polymorphic_pseudogene	NLR family, CARD domain containing 3 [Source:HGNC Symbol;Acc:29889]
54949	ENSG00000167985	SDHAF2	11	61197514	61215001	1	protein_coding	succinate dehydrogenase complex assembly factor 2 [Source:HGNC Symbol;Acc:26034]
1642	ENSG00000167986	DDB1	11	61066923	61110068	-1	protein_coding	damage-specific DNA binding protein 1, 127kDa [Source:HGNC Symbol;Acc:2717]
55048	ENSG00000167987	VPS37C	11	60897728	60929089	-1	protein_coding	vacuolar protein sorting 37 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:26097]
220001	ENSG00000167992	VWCE	11	61025762	61062896	-1	protein_coding	von Willebrand factor C and EGF domains [Source:HGNC Symbol;Acc:26487]
5866	ENSG00000167994	RAB3IL1	11	61664773	61687741	-1	protein_coding	RAB3A interacting protein (rabin3)-like 1 [Source:HGNC Symbol;Acc:9780]
7439	ENSG00000167995	BEST1	11	61717293	61732987	1	protein_coding	bestrophin 1 [Source:HGNC Symbol;Acc:12703]
2495	ENSG00000167996	FTH1	11	61727190	61735132	-1	protein_coding	ferritin, heavy polypeptide 1 [Source:HGNC Symbol;Acc:3976]
26580	ENSG00000168000	BSCL2	11	62457747	62477317	-1	protein_coding	Berardinelli-Seip congenital lipodystrophy 2 (seipin) [Source:HGNC Symbol;Acc:15832]
5436	ENSG00000168002	POLR2G	11	62529016	62534182	1	protein_coding	polymerase (RNA) II (DNA directed) polypeptide G [Source:HGNC Symbol;Acc:9194]
6520	ENSG00000168003	SLC3A2	11	62623518	62656352	1	protein_coding	solute carrier family 3 (amino acid transporter heavy chain), member 2 [Source:HGNC Symbol;Acc:11026]
117245	ENSG00000168004	HRASLS5	11	63228876	63258666	-1	protein_coding	HRAS-like suppressor family, member 5 [Source:HGNC Symbol;Acc:24978]
144097	ENSG00000168005	C11orf84	11	63580860	63595190	1	protein_coding	chromosome 11 open reading frame 84 [Source:HGNC Symbol;Acc:25115]
89849	ENSG00000168010	ATG16L2	11	72525353	72554719	1	protein_coding	autophagy related 16-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:25464]
26005	ENSG00000168014	C2CD3	11	73723763	73882255	-1	protein_coding	C2 calcium-dependent domain containing 3 [Source:HGNC Symbol;Acc:24564]
9881	ENSG00000168016	TRANK1	3	36868311	36986548	-1	protein_coding	tetratricopeptide repeat and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:29011]
199223	ENSG00000168026	TTC21A	3	39149152	39180394	1	protein_coding	tetratricopeptide repeat domain 21A [Source:HGNC Symbol;Acc:30761]
574040	ENSG00000168028	RPSA	3	39448180	39454033	1	protein_coding	ribosomal protein SA [Source:HGNC Symbol;Acc:6502]
6044	ENSG00000168028	RPSA	3	39448180	39454033	1	protein_coding	ribosomal protein SA [Source:HGNC Symbol;Acc:6502]
3921	ENSG00000168028	RPSA	3	39448180	39454033	1	protein_coding	ribosomal protein SA [Source:HGNC Symbol;Acc:6502]
956	ENSG00000168032	ENTPD3	3	40428647	40470110	1	protein_coding	ectonucleoside triphosphate diphosphohydrolase 3 [Source:HGNC Symbol;Acc:3365]
1499	ENSG00000168036	CTNNB1	3	41236328	41301587	1	protein_coding	catenin (cadherin-associated protein), beta 1, 88kDa [Source:HGNC Symbol;Acc:2514]
54986	ENSG00000168038	ULK4	3	41288090	42003922	-1	protein_coding	unc-51 like kinase 4 [Source:HGNC Symbol;Acc:15784]
8772	ENSG00000168040	FADD	11	70049269	70053496	1	protein_coding	Fas (TNFRSF6)-associated via death domain [Source:HGNC Symbol;Acc:3573]
4054	ENSG00000168056	LTBP3	11	65306276	65326401	-1	protein_coding	latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:6716]
10004	ENSG00000168060	NAALADL1	11	64812290	64826021	-1	protein_coding	N-acetylated alpha-linked acidic dipeptidase-like 1 [Source:HGNC Symbol;Acc:23536]
29901	ENSG00000168061	SAC3D1	11	64808373	64812300	1	protein_coding	SAC3 domain containing 1 [Source:HGNC Symbol;Acc:30179]
116071	ENSG00000168062	BATF2	11	64755415	64764517	-1	protein_coding	basic leucine zipper transcription factor, ATF-like 2 [Source:HGNC Symbol;Acc:25163]
55867	ENSG00000168065	SLC22A11	11	64323098	64340347	1	protein_coding	solute carrier family 22 (organic anion/urate transporter), member 11 [Source:HGNC Symbol;Acc:18120]
7536	ENSG00000168066	SF1	11	64532078	64546258	-1	protein_coding	splicing factor 1 [Source:HGNC Symbol;Acc:12950]
5871	ENSG00000168067	MAP4K2	11	64556290	64570713	-1	protein_coding	mitogen-activated protein kinase kinase kinase kinase 2 [Source:HGNC Symbol;Acc:6864]
283129	ENSG00000168070	C11orf85	11	64704989	64739557	-1	protein_coding	chromosome 11 open reading frame 85 [Source:HGNC Symbol;Acc:27441]
283234	ENSG00000168071	CCDC88B	11	64107695	64125006	1	protein_coding	coiled-coil domain containing 88B [Source:HGNC Symbol;Acc:26757]
51435	ENSG00000168077	SCARA3	8	27491385	27534293	1	protein_coding	scavenger receptor class A, member 3 [Source:HGNC Symbol;Acc:19000]
55872	ENSG00000168078	PBK	8	27667137	27695612	-1	protein_coding	PDZ binding kinase [Source:HGNC Symbol;Acc:18282]
286133	ENSG00000168079	SCARA5	8	27727399	27850244	-1	protein_coding	scavenger receptor class A, member 5 (putative) [Source:HGNC Symbol;Acc:28701]
5368	ENSG00000168081	PNOC	8	28174503	28200872	1	protein_coding	prepronociceptin [Source:HGNC Symbol;Acc:9163]
10980	ENSG00000168090	COPS6	7	99686577	99689823	1	protein_coding	COP9 signalosome subunit 6 [Source:HGNC Symbol;Acc:21749]
5049	ENSG00000168092	PAFAH1B2	11	117014983	117047610	1	protein_coding	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa) [Source:HGNC Symbol;Acc:8575]
124401	ENSG00000168096	ANKS3	16	4746513	4784379	-1	protein_coding	ankyrin repeat and sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:29422]
84309	ENSG00000168101	NUDT16L1	16	4743695	4745860	1	protein_coding	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1 [Source:HGNC Symbol;Acc:28154]
57691	ENSG00000168116	KIAA1586	6	56911347	56920023	1	protein_coding	KIAA1586 [Source:HGNC Symbol;Acc:21360]
10638	ENSG00000168118	RAB4A	1	229406822	229441641	1	protein_coding	RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:9781]
5867	ENSG00000168118	RAB4A	1	229406822	229441641	1	protein_coding	RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:9781]
4992	ENSG00000168124	OR1F1	16	3254247	3255188	1	protein_coding	olfactory receptor, family 1, subfamily F, member 1 [Source:HGNC Symbol;Acc:8194]
1720	ENSG00000168129	AC098817.5	2	83083927	83084885	1	pseudogene	
81697	ENSG00000168131	OR2B2	6	27878963	27880174	-1	protein_coding	olfactory receptor, family 2, subfamily B, member 2 [Source:HGNC Symbol;Acc:13966]
3761	ENSG00000168135	KCNJ4	22	38822332	38851205	-1	protein_coding	potassium inwardly-rectifying channel, subfamily J, member 4 [Source:HGNC Symbol;Acc:6265]
55209	ENSG00000168137	SETD5	3	9439299	9520924	1	protein_coding	SET domain containing 5 [Source:HGNC Symbol;Acc:25566]
114990	ENSG00000168140	VASN	16	4421849	4433529	1	protein_coding	vasorin [Source:HGNC Symbol;Acc:18517]
222584	ENSG00000168143	FAM83B	6	54711569	54806820	1	protein_coding	family with sequence similarity 83, member B [Source:HGNC Symbol;Acc:21357]
8290	ENSG00000168148	HIST3H3	1	228612546	228613026	-1	protein_coding	histone cluster 3, H3 [Source:HGNC Symbol;Acc:4778]
79725	ENSG00000168152	THAP9	4	83821837	83841122	1	protein_coding	THAP domain containing 9 [Source:HGNC Symbol;Acc:23192]
4993	ENSG00000168158	OR2C1	16	3405889	3406924	1	protein_coding	olfactory receptor, family 2, subfamily C, member 1 [Source:HGNC Symbol;Acc:8242]
149603	ENSG00000168159	RNF187	1	228674762	228683467	1	protein_coding	ring finger protein 187 [Source:HGNC Symbol;Acc:27146]
84376	ENSG00000168172	HOOK3	8	42752075	42885682	1	protein_coding	hook microtubule-tethering protein 3 [Source:HGNC Symbol;Acc:23576]
93487	ENSG00000168175	MAPK1IP1L	14	55518349	55536910	1	protein_coding	mitogen-activated protein kinase 1 interacting protein 1-like [Source:HGNC Symbol;Acc:19840]
54541	ENSG00000168209	DDIT4	10	74033678	74035794	1	protein_coding	DNA-damage-inducible transcript 4 [Source:HGNC Symbol;Acc:24944]
3516	ENSG00000168214	RBPJ	4	26165077	26436541	1	protein_coding	recombination signal binding protein for immunoglobulin kappa J region [Source:HGNC Symbol;Acc:5724]
55788	ENSG00000168216	LMBRD1	6	70385694	70507003	-1	protein_coding	LMBR1 domain containing 1 [Source:HGNC Symbol;Acc:23038]
29063	ENSG00000168228	ZCCHC4	4	25314407	25372005	1	protein_coding	zinc finger, CCHC domain containing 4 [Source:HGNC Symbol;Acc:22917]
5729	ENSG00000168229	PTGDR	14	52734431	52743442	1	protein_coding	prostaglandin D2 receptor (DP) [Source:HGNC Symbol;Acc:9591]
125488	ENSG00000168234	TTC39C	18	21572737	21715574	1	protein_coding	tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:26595]
132158	ENSG00000168237	GLYCTK	3	52321105	52329272	1	protein_coding	glycerate kinase [Source:HGNC Symbol;Acc:24247]
8347	ENSG00000168242	HIST1H2BI	6	26273144	26273622	1	protein_coding	histone cluster 1, H2bi [Source:HGNC Symbol;Acc:4756]
8346	ENSG00000168242	HIST1H2BI	6	26273144	26273622	1	protein_coding	histone cluster 1, H2bi [Source:HGNC Symbol;Acc:4756]
8344	ENSG00000168242	HIST1H2BI	6	26273144	26273622	1	protein_coding	histone cluster 1, H2bi [Source:HGNC Symbol;Acc:4756]
8343	ENSG00000168242	HIST1H2BI	6	26273144	26273622	1	protein_coding	histone cluster 1, H2bi [Source:HGNC Symbol;Acc:4756]
8339	ENSG00000168242	HIST1H2BI	6	26273144	26273622	1	protein_coding	histone cluster 1, H2bi [Source:HGNC Symbol;Acc:4756]
2786	ENSG00000168243	GNG4	1	235710987	235814054	-1	protein_coding	guanine nucleotide binding protein (G protein), gamma 4 [Source:HGNC Symbol;Acc:4407]
92181	ENSG00000168246	UBTD2	5	171636644	171711075	-1	protein_coding	ubiquitin domain containing 2 [Source:HGNC Symbol;Acc:24463]
